local_index,pac_vertex_index,runtime_vertex_index,pac_x,pac_y,pac_z,runtime_x,runtime_y,runtime_z,delta_x,delta_y,delta_z,delta_len,bone_idx,bone_wt,extra0_hex,extra1_hex,uv1_raw,pac_raw40_hex,runtime_raw40_hex
9886,29740,75962,-0.708200884,0.851953924,-3.642210007,0.558612014,1.722418950,-2.166740918,1.266812898,0.870465026,1.475469089,2.130618059,"(42, 109, 172, 54)","(149, 56, 117, 77)",d0ed833c,f6568a72,1737556096,050200000000ffffffffd96f2a6dac36d0ed833c9538754df6568a72043103287000090880009167,9d6cc937da33f012c33a4e31f64f98580661cd98086481055768a108aa35100b05010000ffffffff
9887,29741,75963,-0.720038956,0.851953924,-3.642210007,0.575231737,1.494334073,-2.096268762,1.295270693,0.642380149,1.545941245,2.116674929,"(228, 104, 166, 55)","(138, 56, 208, 77)",b0e2803c,ea56b5b9,1670774912,060100000000ffffffffde72e468a637b0e2803c8a38d04dea56b5b92b4403287000090880009663,036e2b295436f1bcf73ada341b508c58013ccfa0085c610058642103f803020101000000fffffeff
9888,29742,75964,-0.720085379,0.851953924,-3.642210007,0.564182871,1.463126308,-2.079484384,1.284268250,0.611172384,1.562725623,2.113051820,"(46, 107, 213, 53)","(150, 56, 139, 77)",e8ed7e3c,05571ae2,1770913920,050100000000ffffffffae702e6bd535e8ed7e3c96388b4d05571ae25b4a03287000090880008e69,156d2b27eb36ef55f03af234075087582244feaa085c6100581c9005fa02020100000000fffffeff
9889,29743,75965,-0.719992532,0.851953924,-3.642210007,0.674717960,1.419971820,-1.923423016,1.394710492,0.568017896,1.718786991,2.285189359,"(195, 106, 120, 54)","(150, 56, 102, 77)",60ea813c,fb569616,1737490560,070100000000ffffffff5f6fc36a783660ea813c9638664dfb569616630803287000090880009067,62766724673cc199fb3a9431d15046589a652ea60830500007180000fe00000000000000ffffffff
9890,29744,75966,-0.720038956,0.851953924,-3.642210007,0.661672870,1.417350855,-1.952879043,1.381711825,0.565396932,1.689330964,2.254471194,"(93, 111, 77, 52)","(165, 56, 36, 77)",a8e17d3c,1a57e03d,1770389584,060100000000ffffffff506d5d6f4d34a8e17d3ca538244d1a57e03dcd4a03287000092050008669,49753c245e3b24d1003be731b950535861418fe7081cc000050c6000fe01000000000000ffffffff
9891,29745,75967,-0.719667565,0.851953924,-3.642210007,0.535771500,1.776544917,-2.172298659,1.255439065,0.924590994,1.469911348,2.142810099,"(42, 109, 172, 54)","(144, 56, 117, 77)",97bf793c,f6569b73,1737556096,0e0100000000ffffffffd96f2a6dac3697bf793c9038754df6569b73043103287000090880009167,b16a413ba83300bf223b2130a24f9658542fdeae0864a1055760a108b634090504020000ffffffff
9892,29746,75968,-0.720038956,0.851953924,-3.642210007,0.580059814,1.762221041,-2.139507987,1.300098769,0.910267117,1.502702020,2.185624944,"(149, 110, 68, 54)","(155, 56, 73, 77)",7193843c,fb566152,1720713344,060100000000ffffffff606e956e44367193843c9b38494dfb566152fd8e03287000090880009066,6b6e563acf34b0efaa3a0a31225089587b52c3a6086471055a60a108d31f050403010000ffffffff
9893,29747,75969,-0.719992532,0.851953924,-3.642210007,0.535771500,1.776544917,-2.172298659,1.255764032,0.924590994,1.469911348,2.143000508,"(158, 108, 51, 53)","(161, 56, 31, 77)",50f4803c,0d57c105,1753940096,070100000000ffffffff086d9e6c333550f4803ca1381f4d0d57c105cb4403287000090880008b68,b16a413ba833a6c9b53a9e31a24f9658962fde2e0864a1055760a108b634090504020000ffffffff
9894,29748,75970,-0.719853260,0.851953924,-3.642210007,0.589948085,1.732232329,-2.144065335,1.309801345,0.880278405,1.498144672,2.175984167,"(142, 114, 235, 52)","(159, 56, 91, 77)",e0d7793c,0e57e6d9,1753874512,0a0100000000ffffffff206f8e72eb34e0d7793c9f385b4d0e57e6d93e5303287000092050008a68,406f6a38a63450f8b73af13034508d584082048d086471055868a108c823090703000000ffffffff
9895,29749,75971,-0.719806836,0.851953924,-3.642210007,0.099155577,1.659881514,-3.214041638,0.818962413,0.807927590,0.428168369,1.227507466,"(202, 110, 37, 54)","(148, 56, 161, 77)",fdc27b3c,fe5600fe,1737490560,0b0100000000ffffffff6371ca6e2536fdc27b3c9438a14dfe5600fe2d7503287000090880009067,f445c7330c0f8636543bf734aa45755a6462ffab69b4e1056a70c2066a332e220c060000ffffffff
9896,29750,75972,-0.719992532,0.851953924,-3.642210007,0.007097164,1.838168063,-3.624647545,0.727089695,0.986214139,0.017562462,1.225392261,"(149, 110, 68, 54)","(148, 56, 73, 77)",bbc2773c,fb568c50,1720713344,070100000000ffffffff606e956e4436bbc2773c9438494dfb568c50fd8e03287000090880009066,353e343f9e0010e2093af3393f341f5ba89f5db16b00000000000000ff00000000000000ffffffff
9897,29751,75973,-0.719992532,0.851953924,-3.642210007,0.009696897,1.824697524,-3.615199385,0.729689429,0.972743600,0.027010621,1.216308492,"(159, 111, 91, 50)","(199, 56, 184, 77)",780e823c,3c57d5cc,1819410512,070100000000ffffffff93729f6f5b32780e823cc738b84d3c57d5ccba9d0328700008245000726c,6d3e573ef300a0e1153ae5393a381a5bb2e3bdaf6b00000000000000ff00000000000000ffffffff
9898,29752,75974,-0.718878360,0.852014876,-3.642210007,0.102637363,1.674936823,-3.266729023,0.821515723,0.822921946,0.375480984,1.221914310,"(196, 115, 38, 47)","(199, 56, 230, 76)",5197913c,6c57a586,1449721952,1f0101000000ffffffff956bc473262f5197913cc738e64c6c57a586fc050a0c7000052060006956,3f46be34320dd54a433bb534dd458b5a63cebfda6aa4d1065e70e20958472618150d0000ffffffff
9899,29753,75975,-0.705601151,0.852075829,-3.642210007,0.009232659,1.837253773,-3.636541111,0.714833810,0.985177944,0.005668896,1.217207909,"(95, 111, 15, 49)","(198, 56, 122, 77)",cda7873c,515766c8,1684799632,3d0202000000ffffffff90705f6f0f31cda7873cc6387a4d515766c8420d0a0c7000081490006c64,633e253f33009233023af3391536235bf33fdfe66b00000000000000ff00000000000000ffffffff
9900,29754,75976,-0.718228427,0.852014876,-3.642210007,0.100362596,1.641290951,-3.236272602,0.818591023,0.789276075,0.405937405,1.207407620,"(65, 113, 245, 48)","(194, 56, 142, 77)",8013873c,525724e9,1684865168,2d0101000000ffffffff3e714171f5308013873cc2388e4d525724e9b63b0a0c7000081490006d64,0e469632440ed4465e3bd534bc45815a59f2dfe06ab4c1096978e1095a392827100e0000ffffffff
9901,29755,75977,-0.718228427,0.852014876,-3.642210007,-0.002512565,1.826221340,-3.641987697,0.715715862,0.974206464,0.000222310,1.208853787,"(131, 115, 73, 48)","(193, 56, 85, 77)",80158b3c,5a57ba88,1550516368,2d0101000000ffffffff576f8373493080158b3cc138554d5a57ba88b6340a0c7000081490006b5c,663d703e0200e8cbfd39e9390000255bf167d5d96b00000000000000ff00000000000000ffffffff
9902,29756,75978,-0.717857037,0.852014876,-3.642210007,0.044561178,1.676765403,-3.307633997,0.762418214,0.824750526,0.334576010,1.171936888,"(237, 112, 236, 47)","(198, 56, 56, 77)",71a28c3c,6257067d,1533673616,350101000000ffffffff5c6eed70ec2f71a28c3cc638384d6257067d33060a0c7000081490006a5b,5c41dc34c20b89954a3b3b3418419d5ab7f042d96aa4b1066d78c2098135250f0b0a0000ffffffff
9903,29757,75979,-0.717717765,0.852014876,-3.642210007,-0.000005679,1.794465001,-3.630983370,0.717712086,0.942450125,0.011226637,1.184672492,"(68, 113, 218, 48)","(204, 56, 148, 77)",1818873c,53577f13,1668087952,380101000000ffffffff73714471da301818873ccc38944d53577f13be740a0c7000081490006d63,9c3d673c6500a5ab043acd390000235baf7727d26ba8e10900000000ff00000000000000ffffffff
9904,29758,75980,-0.718228427,0.852014876,-3.642210007,-0.000005679,1.799645978,-3.633317621,0.718222748,0.947631101,0.008892386,1.189086916,"(97, 111, 180, 48)","(201, 56, 151, 77)",f19a873c,57578b6b,1668022416,2d0101000000ffffffff9971616fb430f19a873cc938974d57578b6bbd4b0a0c7000081490006c63,9c3dbc3c50008acc023ad1390000245bd03f77d36ba8010000000000ff00000000000000ffffffff
9905,29759,75981,-0.718182003,0.852014876,-3.642210007,0.006493654,1.799341214,-3.631650299,0.724675657,0.947326338,0.010559708,1.192767164,"(65, 113, 245, 48)","(204, 56, 142, 77)",48ff863c,5257d3e9,1684865168,2e0101000000ffffffff3e714171f53048ff863ccc388e4d5257d3e9b63b0a0c7000081490006d64,283eb73c5f00ddaa073ad1398a35235bc8f77ad26ba8e10900000000ff00000000000000ffffffff
9906,29760,75982,-0.718228427,0.852014876,-3.642210007,-0.000005679,1.812567943,-3.596969995,0.718222748,0.960553067,0.045240012,1.200230298,"(131, 115, 73, 48)","(210, 56, 85, 77)",78fe893c,5a579489,1550516368,2d0101000000ffffffff576f8373493078fe893cd238554d5a579489b6340a0c7000081490006b5c,9c3d903d970130f4263ae2390000135bd0ee77b66ba8e10900000000ff00000000000000ffffffff
9907,29761,75983,-0.717857037,0.852014876,-3.642210007,0.034765754,1.665184396,-3.298852766,0.752622790,0.813169520,0.343357241,1.159991348,"(119, 117, 251, 47)","(215, 56, 44, 77)",0b538b3c,5d57b157,1516896400,350101000000fffffffff56d7775fb2f0b538b3cd7382c4d5d57b157ce100a0c7000081490006a5a,89401e34110c8196563b3834f33f9a5a92d0baf26aa4b1066d78c2098134250e0d0b0000ffffffff
9908,29762,75984,-0.717717765,0.852014876,-3.642210007,0.016799740,1.682373048,-3.284069175,0.734517505,0.830358172,0.358140832,1.165021680,"(119, 117, 251, 47)","(191, 56, 44, 77)",581b8e3c,5d576854,1516896400,380101000000fffffffff56d7775fb2f581b8e3cbf382c4d5d576854ce900a0c7000081490006a5a,063f3835960c7db65c3b1134af3b925a56ed18fe69a8b1066d78e1098555130806050000ffffffff
9909,29763,75985,-0.717717765,0.852014876,-3.642210007,0.034997873,1.689870226,-3.287959593,0.752715638,0.837855350,0.354250413,1.180709860,"(108, 102, 69, 49)","(159, 56, 234, 76)",d01e983c,5257a2fc,1718091920,380101000000ffffffff916b6c664531d01e983c9f38ea4c5257a2fc533703287000052090006866,8e40b335730cfbb14d3b1634ff3f935ac6fc71ec69a8b1066d78e109725f140d08050000ffffffff
9910,29764,75986,-0.718089156,0.851953924,-3.642210007,0.059231101,1.683287338,-3.189921042,0.777320257,0.831333414,0.452288965,1.224707041,"(47, 116, 128, 47)","(207, 56, 105, 77)",fc2c8b3c,6757bee7,1483407504,300100000000ffffffff15702f74802ffc2c8b3ccf38694d6757bee76e6d0a0c7000081490006b58,98424735e50fe0233f3b3435c442695aa6fe9bfb69b0e1056da8d1055f53430404020000ffffffff
9911,29765,75987,-0.705786846,0.852014876,-3.642210007,0.071486987,1.704437913,-3.235494518,0.777273833,0.852423037,0.406715489,1.223191372,"(54, 117, 130, 46)","(207, 56, 27, 77)",819a903c,765785c3,1382613088,390201000000ffffffff7a6d3675822e819a903ccf381b4d765785c35d4b0a0c7000081460006952,a043a2364b0e38122b3bfa3415447b5a913919bc6978a1066cb4c109923218150b040000ffffffff
9912,29766,75988,-0.693623808,0.852075829,-3.642210007,0.083417906,1.673413006,-3.195145318,0.777041714,0.821337177,0.447064688,1.215835276,"(67, 101, 44, 49)","(161, 56, 215, 76)",819e993c,54576020,1701314704,3f0302000000fffffffff26a43652c31819e993ca138d74c54576020520d03287000052090006865,a144a534b60f0c294b3b1a35c4446c5a8cb64db66978c1066da8c109784c1e1109030000ffffffff
9913,29767,75989,-0.718042732,0.851953924,-3.642210007,0.039918797,1.695721682,-3.203259620,0.757961528,0.843767758,0.438950387,1.216193714,"(70, 119, 14, 47)","(211, 56, 57, 77)",5f528e3c,6c57e08f,1432944784,310100000000ffffffff7a6e46770e2f5f528e3cd338394d6c57e08f1f580a0c7000081490006955,f84013366d0ff01c2d3b383590406e5ae5b6abfb6ca4e1056ab4d1056b602b0502010000ffffffff
9914,29768,75990,-0.705647575,0.852075829,-3.642210007,0.079796849,1.731988518,-3.287959593,0.785444423,0.879912689,0.354250413,1.231528578,"(108, 102, 69, 49)","(169, 56, 234, 76)",40f7983c,525713fd,1718091920,3c0202000000ffffffff916b6c66453140f7983ca938ea4c525713fd533703287000052090006866,53446638730c0015133bb8348f44905a52b508bb69a8e1056dacc109a52b190c07020000ffffffff
9915,29769,75991,-0.718089156,0.851953924,-3.642210007,0.089917239,1.659637704,-3.295073502,0.808006394,0.807683780,0.347136505,1.194039855,"(43, 114, 83, 47)","(204, 56, 88, 77)",d99a8c3c,6b578983,1483341968,300100000000ffffffff846f2b72532fd99a8c3ccc38584d6b578983bb4d0a0c7000081490006a58,2d45c333330c87674a3b88342345995a1ece6dd26a7092069eacd106652c22211c0f0000ffffffff
9916,29770,75992,-0.705740422,0.852014876,-3.642210007,0.094327501,1.695051203,-3.233938351,0.800067923,0.843036326,0.408271656,1.231870397,"(164, 104, 76, 48)","(155, 56, 190, 76)",5c2f9b3c,60573c60,1617231968,3a0201000000ffffffff236aa4684c305c2f9b3c9b38be4c60573c60c52e0a0c7000052060006560,8c450836590ea819393be73463457b5a152aadb36978a1066db0c109863b1b1309060000ffffffff
9917,29771,75993,-0.717764189,0.852014876,-3.642210007,0.090938563,1.627942317,-3.262727449,0.808702752,0.775927441,0.379482558,1.183245767,"(190, 100, 170, 50)","(165, 56, 10, 77)",e80c943c,3d57ceb8,1769472144,370101000000ffffffff8d6cbe64aa32e80c943ca5380a4d3d57ceb8899a03287000052090007869,4345bb31560d8d4a643bad3432458d5a494e2feb6a70e20969b4b106514a301212100000fefeffff
9918,29772,75994,-0.730855703,0.851953924,-3.642210007,0.104912129,1.718396074,-3.302298565,0.835767832,0.866442150,0.339911441,1.250907533,"(71, 103, 128, 47)","(155, 56, 94, 76)",1991a13c,6d57b90a,1533149280,1d0000000000ffffffffe3664767802f1991a13c9b385e4c6d57b90a4a420a0c700005206000625b,70468737f20be140213b9434fe45975a7ef6bfe269a8d1065eacc109774a1c140a040000ffffffff
9919,29773,75995,-0.705554727,0.852014876,-3.642210007,0.051106935,1.722357997,-3.317304466,0.756661662,0.870343121,0.324905541,1.198164274,"(121, 102, 23, 48)","(159, 56, 163, 76)",d1969d3c,6557e35c,1617166432,3e0201000000ffffffff3b6979661730d1969d3c9f38a34c6557e35c74050a0c7000052060006460,e941c8376b0b6fb92b3b1c34d6419e5ac16460e569a8b1066d78e1097d55150e07030000ffffffff
9920,29774,75996,-0.717671341,0.852014876,-3.642210007,0.076825725,1.698220741,-3.335311547,0.794497066,0.846205865,0.306898460,1.200615100,"(70, 108, 33, 48)","(148, 56, 145, 76)",b4239d3c,60577ae5,1583612000,390101000000ffffffff9968466c2130b4239d3c9438914c60577ae5ae930a0c700005206000645e,13443c36c90a3f7c2b3b56346344a85a7f6138ce6aa4b1066d70e2097d3a261608050000ffffffff
9921,29775,75997,-0.717624917,0.852014876,-3.642210007,0.056956335,1.711325564,-3.331865748,0.774581252,0.859310688,0.310344259,1.197791524,"(235, 102, 47, 49)","(167, 56, 252, 76)",9015993c,545757e7,1718091920,3a0101000000ffffffff356ceb662f319015993ca738fc4c545757e70d3503287000052090006866,67421337e80a39982a3b36348242a55acb1c82d86aa4b1066d78e1097253201205040000ffffffff
9922,29776,75998,-0.718089156,0.851953924,-3.642210007,0.093399025,1.703340765,-3.327753019,0.811488180,0.851386841,0.314456987,1.217479288,"(229, 106, 75, 46)","(163, 56, 108, 76)",218fa53c,7f572d27,1398997088,300100000000ffffffff7767e56a4b2e218fa53ca3386c4c7f572d275c460a0c7000052060006353,784590360d0b0767273b6e345645a45a470e7ed36aa4d1066b78c10976451d1808060000ffffffff
9923,29777,75999,-0.693391689,0.867618759,-3.642210007,0.079843272,1.775569675,-3.378328463,0.773234962,0.907950916,0.263881544,1.221433846,"(70, 108, 33, 48)","(176, 56, 145, 76)",cd409f3c,605752e7,1583612000,440301010000ffffffff9968466c2130cd409f3cb038914c605752e7ae130a0c700005206000645e,5444313b4609877ef73a3d348f44b45a9c2918d669a8d1066b78e205a4400f0a01010000ffffffff
9924,29778,76000,-0.717624917,0.852014876,-3.642210007,0.016103383,1.806411724,-3.627982190,0.733728300,0.954396847,0.014227817,1.203923997,"(251, 105, 248, 47)","(169, 56, 213, 76)",28259d3c,655762ff,1583743072,3a0101000000fffffffff16afb69f82f28259d3ca938d54c655762ff7e2f0a0c700005206000665e,f73e2b3d8000a3500e3ad7397c3b215bece32ddb6ba8010000000000ff00000000000000ffffffff
9925,29779,76001,-0.717671341,0.852014876,-3.642210007,0.017728216,1.809459357,-3.625425629,0.735399557,0.957444481,0.016784378,1.207391468,"(164, 104, 76, 48)","(172, 56, 190, 76)",b0fa9c3c,60574561,1617231968,390101000000ffffffff236aa4684c30b0fa9c3cac38be4c60574561c52e0a0c7000052060006560,1a3f5d3d970052360f3ad9390b3c205bf8cb2fe56ba8e10900000000ff00000000000000ffffffff
9926,29780,76002,-0.717764189,0.852014876,-3.642210007,0.065405468,1.746678111,-3.356097498,0.783169657,0.894663235,0.286112508,1.222962543,"(93, 101, 243, 48)","(164, 56, 244, 76)",f190993c,58575a0f,1701249168,370101000000fffffffff56b5d65f330f190993ca438f44c58575a0f9d4903287000052090006765,1d4357390e0a099a0e3b32347843ad5aecc061d969a8b1066d78e1098555120f02020000ffffffff
9927,29781,76003,-0.717996308,0.851953924,-3.642210007,0.087224658,1.777824923,-3.374104579,0.805220966,0.925871000,0.268105427,1.255985044,"(252, 108, 58, 47)","(170, 56, 173, 76)",9b52a23c,6f57c1a7,1483079776,320100000000ffffffff9c69fc6c3a2f9b52a23caa38ad4c6f57c1a7bf570a0c7000052060006658,f344563b6c090f64f53a4734fb44b25a189a8edd69a8d1066b78e205ad3c0f0501010000ffffffff
9928,29782,76004,-0.705554727,0.852014876,-3.642210007,0.014803516,1.817566062,-3.631205679,0.720358243,0.965551185,0.011004327,1.204710000,"(150, 76, 25, 53)","(216, 56, 6, 76)",38248e3c,225798dc,1299972192,3e0201000000ffffffff8363964c193538248e3cd838064c225798dc933603287000021460007c4d,db3ee23d6300bf3e0b3adf393e3b225bf41f9fe36b00000000000000ff00000000000000ffffffff
9929,29783,76005,-0.729741532,0.851953924,-3.642210007,0.051896139,1.730952323,-3.302965494,0.781637671,0.878998399,0.339244512,1.224206875,"(135, 103, 136, 47)","(163, 56, 191, 76)",71949e3c,6e577473,1550123104,350000000000fffffdff396a8767882f71949e3ca338bf4c6e5774739c4d0a0c700005206000655c,fa415538ec0b1c20fe3ac734ed41975a7bb421b369a8b1065eb4e1099f3b0d0b0a020000ffffffff
9930,29784,76006,-0.717578494,0.852014876,-3.642210007,0.061737987,1.755211484,-3.345871255,0.779316481,0.903196608,0.296338752,1.229192802,"(253, 57, 179, 4)","(19, 57, 40, 74)",97610c3c,2659769d,2022047744,3b0101000000ffffffffe25bfd39b30497610c3c1339284a2659769d5c4d05188000070000008678,ce42e3396a0abdbf0d3b21340d43a85aee2c90e569a8b1066d78e109a83b0d0b02010000ffffffff
9931,29785,76007,-0.732155570,0.851953924,-3.642210007,0.622026937,1.379743060,-1.981445832,1.354182506,0.527789137,1.660764175,2.206923034,"(10, 64, 174, 3)","(250, 56, 111, 72)",0775083c,305925fa,1888419840,010000000000fffffdff15540a40ae030775083cfa386f48305925fa484005188000070000008f70,f371d3215d3aecd9ea3a6c327150635877513981081cc00005183000fd01010100000000ffffffff
9932,29786,76008,-0.732201993,0.851953924,-3.642210007,0.609074694,1.383583078,-1.970441505,1.341276688,0.531629155,1.671768502,2.208271413,"(17, 58, 93, 6)","(29, 57, 128, 74)",58300d3c,17592002,1988624384,000000000000fffffeff715d113a5d0658300d3c1d39804a175920028e3405187000080000008876,dc701222c03a3cd8df3a5e3259505e5838056685081cc00005183000fb02010100000000ffffffff
9933,29787,76009,-0.720271075,0.851953924,-3.642210007,0.602528937,1.403636505,-1.955546759,1.322800012,0.551682582,1.686663248,2.213365413,"(206, 65, 246, 3)","(8, 57, 205, 73)",ab58103c,2b59fb48,2055471104,010100000000fffffcff465ace41f603ab58103c0839cd492b59fb48be330518800007000000847a,4f705b23463bc0e3d33a2f324d505558c3882399081cc00005183000fa02010100000000ffffffff
9934,29788,76010,-0.732155570,0.851953924,-3.642210007,0.656287708,1.402478405,-1.936094665,1.388443277,0.550524481,1.706115341,2.267527618,"(206, 70, 22, 3)","(249, 56, 13, 73)",054c123c,3159a98c,2105606144,010000000000fffffdffe156ce461603054c123cf9380d493159a98c9f5d0518800007000000817d,d5744823f53bfcd1f23ad731af504d5809511b85081cc000050c6000fd01010000000000ffffffff
9935,29789,76011,-0.732155570,0.851953924,-3.642210007,0.596447418,1.842800465,-1.997452126,1.328602988,0.990846542,1.644757880,2.334992774,"(248, 61, 96, 3)","(6, 57, 152, 73)",d76e0c3c,315930f9,2038759424,010000000000fffffeff5759f83d6003d76e0c3c06399849315930f91a5205188000070000008579,cc6f803fcd3949c49e3bf7383e504258b0dc4def086471055a60c100fe01000000000000ffffffff
9936,29790,76012,-0.732201993,0.851953924,-3.642210007,0.601461189,1.795257386,-2.012124563,1.333663183,0.943303462,1.630085444,2.307738604,"(21, 68, 89, 2)","(245, 56, 183, 72)",a7670d3c,38598e6d,2105606144,000000000000fffffdff585515445902a7670d3cf538b74838598e6d3c4e0518800007000000817d,3870743c4939e2cf8c3b0b3948504d5899f86ee4086471055868a108fc02000000000000ffffffff
9937,29791,76013,-0.732201993,0.851953924,-3.642210007,0.567386114,1.800925984,-2.069258140,1.299588107,0.948972060,1.572951866,2.250256606,"(116, 57, 100, 6)","(31, 57, 65, 74)",36330f3c,1759cb2c,1988624384,000000000000fffffeff535c7439640636330f3c1f39414a1759cb2c433605187000080000008876,5a6dd13c47375cd3a53b22390a506658a2546fdf086471055a60a108f706010100000000ffffffff
9938,29792,76014,-0.732155570,0.851953924,-3.642210007,0.563672209,1.726380873,-2.085042125,1.295827779,0.874426949,1.557167882,2.206482253,"(29, 56, 194, 7)","(37, 57, 101, 74)",d82b0c3c,0c59e18b,1871577088,010000000000fffffcfff95c1d38c207d82b0c3c2539654a0c59e18bb81c05187000080000008e6f,0a6d0a38b9368ac8863b42390550735888e8efdd086471055868a108f00a020201000000ffffffff
9939,29793,76015,-0.732155570,0.851953924,-3.642210007,0.027755759,1.766122011,-3.590745325,0.759911328,0.914168088,0.051464682,1.189881142,"(31, 40, 53, 1)","(120, 56, 163, 69)",3f73c53c,4c590453,1821507584,010000000000fffffcffc04c1f2835013f73c53c7838a3454c590453ac530518700000000000926c,f23f963acf011538283abb39573e145bfaeb0fe46ba8e10900000000ff00000000000000ffffffff
